"V1" "V2" "V3" "V4"
"1" -0.654327664128843 1.36123692612851 2.36597546359908 -2.3393586766198
"2" -0.297185587309366 1.61075953966977 0.429343886910237 1.7034212592518
"3" -1.23480236775515 0.346497920209415 -0.0611204963855086 0.924951368672266
"4" 0.779557090096018 0.539593545775535 -0.548204745377045 0.573791535637466
"5" -1.11458506219664 0.628077285226603 -0.33297552464624 1.9067856444883
"6" 0.153163502529642 0.244864483947782 2.12448338183924 -1.62093086891197
"7" -0.946120826726119 1.01571658102718 0.147860776027573 1.37413294251389
"8" -1.36525068330024 0.407181875853548 0.529915372848897 -0.664636375470648
"9" 1.41889595435479 1.62726449901382 -1.48557848491309 1.41987427267895
"10" 1.19143686458261 1.44396796501475 -0.163157058286608 2.21943152617682
"11" 1.49175143371631 -0.376726607236619 -0.305780730170765 -0.950410619466433
"12" -1.45963305101174 3.23536411575054 1.34012010564618 -1.72993724969976
"13" 1.6566042910011 0.0918854867601895 -0.417164679849028 -0.261991933204585
"14" 0.978389148507905 -0.290617699938817 0.923649862285898 -0.936203246374351
"15" 1.06252617352863 -0.131048409787009 -0.183211102287346 -0.487044922590948
"16" 1.76038429396324 -0.563575912278041 -0.212529066016908 -0.579629101813026
"17" -0.323504081162351 -0.526614216135717 0.195270680406503 -1.44223354558861
"18" 0.8008461311698 1.7305335060654 -0.599124903575699 2.0183373242457
"19" 0.844844492457519 2.05095645463323 -0.474555157870867 1.64727202326688
"20" -1.19360257325207 0.496285373056548 0.441993114755709 0.311722849871906
"21" 0.528853529256541 2.44457459469499 -1.58206386656166 1.18383323062064
"22" 0.336462329399392 -0.547839389495484 0.4885118123586 -0.752206397949098
"23" 0.931848657103927 -0.925745052064648 0.291015617255354 -0.9223084696739
"24" 1.16147494053449 0.199666618714916 -0.798017823246192 0.0745847062637144
"25" 1.41363149128458 -0.420605853164496 0.150639464226519 -1.03419270126424
"26" 0.428278745154067 2.68087165925115 -1.24268297133101 1.54379175647254
"27" -0.651628500899931 0.817914891131002 2.0252096470472 -1.73005834591244
"28" -0.567276028110054 0.474692746807308 -0.104471131605496 1.18142332922852
"29" 0.595581122810629 -0.264073858341086 0.975954591254608 -0.963455096097396
"30" -0.218958137470212 0.483775603431879 0.327194179194352 -0.127107274618988
"31" 0.0797955124471753 1.06720798095093 -0.144170600437183 1.797463094966
"32" -0.995386345623773 2.08463792000152 1.9056728553008 -2.0222652757442
"33" 0.136483170302622 2.54387131809672 -0.269202477885489 1.94353813430377
"34" -0.321572173047563 -0.0738998151890364 0.0080980757395961 0.469339897074737
"35" 0.991717572297623 -0.463205266516974 0.187963498709441 -1.17466733737323
"36" -0.156345775427386 0.602110722945967 1.71675537886041 -1.46818869812786
"37" 1.01450273909145 0.060923910409516 1.18746745564704 -1.78565189729703
"38" -0.107265433859134 0.0348781564852161 0.17557561544147 -0.962014335914912
"39" 0.224486838139365 0.674522290836528 2.05136511419067 -1.54632366352073
"40" 0.885522109160662 -0.272059512834794 1.47101364128653 -1.92112299261278
"41" 0.856090715528535 1.47581397268174 -0.281830030486107 1.90824964568541
"42" 0.637235334304986 -0.243754733921386 0.694391739468959 -1.36244920610212
"43" -0.37653847928486 0.443603398578777 0.357602231970413 0.253554568859567
"44" 1.02771407047846 1.12252231785865 -0.824947918415951 1.99448403777841
"45" -0.520477430913532 0.911647251018535 -0.325620985468339 0.862945562336224
"46" 1.38119831341587 0.171660287183369 -0.864734594177575 -0.104343121404364
"47" -2.06863538694821 0.728528124090059 0.277520714758885 0.68934287565882
